carfolder,folder_name,Cd,Cl,des_1,des_2,des_3,des_4,des_5,des_6,des_7,des_8,des_9,des_10,des_11,des_12,des_13,des_14,des_15,des_16,des_17,des_18,des_19,des_20,des_21,des_22,des_23,des_24,des_25,des_26,des_27,des_28,des_29
cx5_267,cx5_267,0.329877,-0.0982868,0.28,0.2,-0.024,-0.006,0.18,-0.054,0.08,-0.08,-0.1,-0.03,0.066,1.096,-0.016,0.138,-0.038,0.06,-0.1,0.044,0.038,0.1,0.032,-0.38,-0.056,0.04,-0.02,0.036,0.002,-0.036,0.044
cx5_268,cx5_268,0.311393,-0.0799834,0.3,0.06,-0.038,0.028,0.18,-0.034,0.1,0.1,0.04,-0.028,0.08,1.02,-0.05,0.14,-0.012,0.08,-0.1,0.002,0.036,0.16,0.05,0.18,-0.06,-0.1,-0.04,0.032,0.002,-0.024,0.05
cx5_269,cx5_269,0.30117,-0.0674045,0.28,0.2,-0.03,0.024,0.1,-0.078,0.08,0.1,0.08,-0.028,0.08,1.006,-0.026,0.114,0.008,0.1,-0.08,0.006,0.004,0.14,0.05,-0.22,-0.074,-0.1,-0.04,0.05,0.002,-0.04,0.05
cx5_270,cx5_270,0.310442,-0.0941198,0.28,0.18,0.0,-0.006,0.0,-0.044,0.1,-0.08,0.1,-0.026,0.0764,1.1,-0.018,0.148,-0.102,0.06,-0.08,0.022,0.044,0.16,0.046,-0.02,-0.062,0.034,-0.032,0.038,0.004,-0.038,0.016
cx5_271,cx5_271,0.307711,-0.0858657,0.16,0.0,-0.006,0.01,0.18,-0.032,0.08,0.1,0.1,-0.03,0.0758,1.096,0.0,0.142,-0.04,0.1,-0.1,0.012,0.046,0.18,0.05,-0.2,-0.052,-0.014,-0.05,0.05,0.002,-0.026,0.03
cx5_272,cx5_272,0.312934,-0.0953876,0.28,0.04,-0.036,0.004,0.2,-0.078,0.1,-0.08,0.08,-0.026,0.0704,1.1,-0.036,0.15,-0.026,0.08,-0.08,0.01,0.04,0.14,0.044,-0.46,-0.06,0.026,-0.05,0.042,0.0,-0.026,0.05
cx5_273,cx5_273,0.310822455,-0.106379035,0.28,0.18,0.0,-0.006,0.0,-0.03,0.1,-0.08,0.1,-0.026,0.0764,1.098,-0.02,0.148,-0.102,-0.04,-0.1,0.02,0.044,0.14,0.042,-0.14,-0.058,0.034,-0.018,0.036,0.004,-0.034,0.016
cx5_274,cx5_274,0.322592,-0.125181,0.28,0.2,-0.034,0.05,0.14,-0.066,0.08,-0.08,0.0,-0.03,0.0732,1.098,-0.022,0.15,-0.042,-0.04,-0.1,0.012,0.044,0.16,0.036,-0.1,-0.064,0.034,0.05,0.032,0.002,-0.036,0.026
cx5_275,cx5_275,0.307455,-0.101984,0.3,0.18,0.0,0.04,0.12,-0.064,0.1,-0.1,0.1,-0.024,0.0676,0.95,-0.038,0.134,-0.016,0.04,-0.1,0.028,0.016,0.18,0.042,0.0,-0.07,0.05,-0.032,0.038,0.0,-0.006,0.042
cx5_276,cx5_276,0.307741,-0.10168,0.28,0.18,0.0,-0.006,0.0,-0.044,0.1,-0.08,0.1,-0.028,0.0764,1.098,-0.018,0.148,-0.102,-0.02,-0.1,0.02,0.044,0.14,0.036,-0.14,-0.058,0.036,-0.018,0.036,0.004,-0.034,0.016
cx5_277,cx5_277,0.320338,-0.105624,0.28,0.18,0.0,0.016,0.1,-0.068,0.1,-0.08,-0.06,-0.028,0.0714,1.09,-0.018,0.15,-0.128,0.04,-0.1,0.032,0.038,0.2,0.034,-0.08,-0.058,0.034,-0.032,0.046,0.0,-0.024,0.048
cx5_278,cx5_278,0.312714,-0.117751,0.28,0.18,0.0,0.012,0.06,-0.054,0.1,-0.08,0.1,-0.026,0.0686,1.094,-0.018,0.15,-0.076,-0.02,-0.1,0.032,0.038,0.14,0.038,0.02,-0.058,0.034,-0.032,0.036,0.002,-0.034,0.044
cx5_279,cx5_279,0.315722,-0.106553,0.28,0.12,0.0,-0.006,0.2,-0.078,0.1,-0.08,0.1,-0.024,0.0764,1.098,-0.02,0.148,-0.102,0.08,-0.1,0.022,0.046,0.14,0.034,-0.14,-0.058,0.034,-0.042,0.032,0.0,-0.032,0.018
cx5_280,cx5_280,0.316394,-0.101288,0.28,0.18,0.0,0.028,0.1,-0.054,0.1,0.1,0.1,-0.026,0.0682,1.06,-0.036,0.15,-0.094,-0.02,-0.1,0.014,0.038,0.1,0.046,0.0,-0.058,0.034,-0.022,0.036,0.0,-0.024,0.042
cx5_281,cx5_281,0.324144,-0.109221,0.28,0.16,-0.016,-0.006,0.2,-0.062,0.08,-0.1,-0.08,-0.03,0.0798,1.098,-0.014,0.138,-0.022,0.08,-0.1,0.028,0.0,0.08,0.05,-0.38,-0.07,0.05,0.004,0.042,0.002,-0.034,0.024
cx5_282,cx5_282,0.302003,-0.0815545,0.28,0.2,-0.026,0.004,0.1,-0.064,0.08,-0.08,0.08,-0.03,0.0766,1.006,-0.016,0.094,-0.038,0.1,-0.08,0.042,0.0,0.08,0.03,-0.36,-0.064,-0.1,-0.044,0.034,0.0,-0.04,0.05
cx5_283,cx5_283,0.300677,-0.0801641,0.16,0.14,-0.03,-0.002,0.08,-0.062,0.08,-0.08,0.08,-0.028,0.069,1.006,-0.016,0.094,-0.054,0.1,-0.08,0.006,0.0,0.16,0.036,-0.22,-0.082,-0.072,-0.034,0.036,0.002,-0.042,0.05
cx5_284,cx5_284,0.307813,-0.0965002,0.28,0.2,-0.006,0.008,0.18,-0.084,0.08,-0.08,0.08,-0.03,0.077,1.096,0.0,0.14,-0.04,0.1,-0.1,0.006,0.0,0.18,0.028,-0.22,-0.072,0.0,-0.048,0.05,0.0,-0.022,0.05
cx5_285,cx5_285,0.314825,-0.0983701,0.28,0.16,-0.016,0.002,0.0,-0.054,0.08,-0.08,-0.08,-0.03,0.072,1.1,-0.014,0.138,-0.014,0.08,-0.1,0.004,0.022,0.1,0.05,-0.38,-0.054,0.034,-0.05,0.042,0.002,-0.036,0.024
cx5_286,cx5_286,0.315476,-0.0976447,0.28,0.04,-0.01,-0.002,0.2,-0.07,0.1,-0.08,0.1,-0.026,0.0688,1.1,-0.02,0.15,-0.018,0.06,-0.08,0.01,0.04,0.2,0.03,-0.18,-0.058,0.032,-0.036,0.038,0.0,-0.04,0.02
cx5_287,cx5_287,0.313772,-0.115627,0.28,0.04,-0.03,0.006,0.12,-0.07,0.1,-0.06,0.08,-0.026,0.0704,1.1,-0.042,0.15,-0.044,0.06,-0.08,0.002,0.042,0.14,0.034,0.18,-0.074,0.026,-0.05,0.03,0.002,-0.04,0.026
cx5_288,cx5_288,0.303788,-0.0922952,0.0,0.14,-0.006,0.03,0.1,-0.064,0.1,-0.08,0.1,-0.02,0.0738,1.1,-0.038,0.15,0.014,0.1,-0.08,0.032,0.05,0.18,0.044,0.0,-0.072,-0.052,-0.032,0.038,0.0,-0.024,0.05
cx5_289,cx5_289,0.323665411,-0.109796583,0.28,0.2,-0.006,0.05,0.14,-0.066,0.08,-0.1,-0.06,-0.03,0.0742,1.098,-0.022,0.15,-0.042,0.02,-0.08,0.03,0.046,0.2,0.034,-0.1,-0.06,0.034,-0.05,0.036,0.002,-0.038,0.024
cx5_290,cx5_290,0.322273,-0.130143,0.28,0.2,-0.034,0.05,0.14,-0.066,0.1,-0.08,0.0,-0.03,0.0732,1.098,-0.022,0.15,-0.042,-0.04,-0.1,0.012,0.044,0.16,0.05,-0.1,-0.056,0.034,0.05,0.03,0.002,-0.036,0.028
cx5_291,cx5_291,0.311136,-0.102288,0.16,0.12,0.0,-0.006,0.06,-0.03,0.1,-0.08,0.1,-0.024,0.0764,0.95,-0.02,0.14,-0.048,-0.02,-0.1,0.02,0.05,0.16,0.05,-0.14,-0.058,0.05,-0.018,0.038,0.002,-0.018,0.016
cx5_292,cx5_292,0.325664,-0.113794,0.28,0.2,-0.006,0.05,0.14,-0.066,0.08,-0.1,-0.06,-0.03,0.0732,1.098,-0.02,0.15,-0.052,-0.04,-0.08,0.012,0.042,0.2,0.036,-0.1,-0.058,0.034,-0.02,0.03,0.004,-0.036,0.024
cx5_293,cx5_293,0.320357,-0.0984111,0.28,0.04,-0.036,-0.002,0.2,-0.07,0.1,-0.08,0.08,-0.03,0.0726,1.1,-0.022,0.15,-0.02,0.06,-0.08,0.01,0.04,0.2,0.034,-0.46,-0.066,0.042,-0.01,0.03,0.002,-0.036,0.02
cx5_294,cx5_294,0.320661,-0.128993,0.28,0.2,-0.034,0.05,0.14,-0.066,0.1,-0.08,0.08,-0.03,0.0732,1.098,-0.02,0.15,-0.016,-0.04,-0.1,0.02,0.044,0.16,0.034,-0.1,-0.064,0.034,0.05,0.032,0.002,-0.036,0.026
cx5_295,cx5_295,0.325163,-0.125263,0.28,0.2,-0.006,0.05,0.14,-0.066,0.08,-0.1,-0.02,-0.03,0.0732,1.098,-0.022,0.15,-0.042,-0.04,-0.1,0.014,0.044,0.16,0.04,-0.1,-0.062,0.034,0.044,0.034,0.004,-0.036,0.024
cx5_296,cx5_296,0.324307,-0.11664,0.28,0.2,-0.032,-0.014,0.14,-0.066,0.08,-0.08,0.0,-0.03,0.072,1.098,-0.022,0.15,-0.042,0.02,-0.1,0.012,0.044,0.14,0.036,-0.1,-0.064,0.034,0.05,0.032,0.002,-0.034,0.026
cx5_297,cx5_297,0.308623,-0.111932,0.16,0.18,0.0,0.004,0.06,-0.024,0.1,-0.08,0.1,-0.024,0.0764,1.1,-0.02,0.148,-0.102,-0.02,-0.08,0.026,0.044,0.12,0.05,-0.16,-0.074,0.034,-0.018,0.036,0.002,-0.05,0.046
cx5_298,cx5_298,0.332239,-0.124128,0.28,0.2,-0.006,-0.01,0.14,-0.066,0.08,-0.1,-0.08,-0.03,0.0734,1.098,-0.022,0.15,-0.044,-0.04,-0.1,0.01,0.044,0.18,0.036,-0.1,-0.062,0.038,0.044,0.032,0.004,-0.042,0.018
cx5_299,cx5_299,0.307031,-0.0943756,0.28,0.2,-0.028,0.006,0.1,-0.064,0.08,-0.08,0.08,-0.03,0.0766,1.006,-0.016,0.094,-0.052,0.1,-0.08,0.006,0.0,0.1,0.038,-0.22,-0.082,0.006,-0.032,0.036,0.0,-0.04,0.05
cx5_300,cx5_300,0.307706,-0.0914267,0.28,0.2,-0.008,0.004,0.2,-0.042,0.08,-0.08,0.1,-0.03,0.08,1.096,0.0,0.14,-0.04,0.1,-0.1,0.0,0.04,0.18,0.048,-0.2,-0.05,-0.034,-0.05,0.05,0.002,-0.026,0.03
cx5_301,cx5_301,0.300794,-0.0789227,0.28,0.18,-0.008,0.01,0.1,-0.062,0.06,-0.1,0.08,-0.03,0.0752,1.096,0.0,0.14,-0.02,0.1,-0.08,0.008,0.0,0.1,0.05,-0.48,-0.05,-0.014,-0.042,0.034,0.002,-0.006,0.032
cx5_302,cx5_302,0.312127,-0.0998405,0.04,0.2,0.0,0.05,0.12,-0.064,0.08,-0.08,0.1,-0.03,0.073,1.098,-0.04,0.15,-0.042,0.06,-0.1,0.012,0.034,0.2,0.044,-0.1,-0.064,0.034,0.024,0.038,0.0,-0.036,0.034
cx5_303,cx5_303,0.31195,-0.0978883,0.28,0.04,-0.022,0.04,0.08,-0.078,0.1,-0.06,0.08,-0.03,0.0702,1.1,0.0,0.15,-0.018,0.08,-0.08,0.01,0.042,0.16,0.024,-0.46,-0.06,0.026,-0.05,0.036,0.002,-0.018,0.028
cx5_304,cx5_304,0.3159,-0.106283,0.28,0.04,-0.018,0.032,0.2,-0.064,0.1,-0.06,0.08,-0.03,0.0742,1.1,0.0,0.15,-0.034,0.06,-0.08,0.01,0.042,0.12,0.028,0.0,-0.06,0.026,-0.048,0.038,0.002,-0.022,0.034
